    fip     | dnp3  | index |           type            |                         dev                         |           attr            |          bit          
 M10-KOW-DN |  5461 |    79 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB02DISCONNECTED                        | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5462 |    79 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB02DISCONNECTED                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5463 |    80 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB02MPRUNDERVOLTAGE                           | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5464 |    80 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB02MPRUNDERVOLTAGE                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5465 |    81 | ABNORMAL_CONDITION_DEVICE | KOW_IPR_DC_DC_CONV_TRBL                             | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5466 |    81 | ABNORMAL_CONDITION_DEVICE | KOW_IPR_DC_DC_CONV_TRBL                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5467 |    82 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02AUTORECLOSELOCKOUT                         | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5468 |    82 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02AUTORECLOSELOCKOUT                         | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5469 |    83 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02HARDLOCKOUT                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5470 |    83 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02HARDLOCKOUT                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5471 |    84 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02MPROCTRIP                                  | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5472 |    84 | ABNORMAL_CONDITION_DEVICE | KOW_BKR02MPROCTRIP                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5473 |    88 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB03TEST                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5474 |    88 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB03TEST                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5475 |    89 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB03DISCONNECTED                        | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5476 |    89 | ABNORMAL_CONDITION_DEVICE | KOW_FEEDERBKRB03DISCONNECTED                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5477 |    90 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB03MPRUNDERVOLTAGE                           | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5478 |    90 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB03MPRUNDERVOLTAGE                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5479 |    91 | ABNORMAL_CONDITION_DEVICE | KOW_IPR_3_FAIL                                      | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5480 |    91 | ABNORMAL_CONDITION_DEVICE | KOW_IPR_3_FAIL                                      | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5481 |    92 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03AUTORECLOSELOCKOUT                         | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5482 |    92 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03AUTORECLOSELOCKOUT                         | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5483 |    93 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03HARDLOCKOUT                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5484 |    93 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03HARDLOCKOUT                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5485 |    94 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03MPROCTRIP                                  | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5486 |    94 | ABNORMAL_CONDITION_DEVICE | KOW_BKR03MPROCTRIP                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5487 |    97 | ABNORMAL_CONDITION_DEVICE | KOW_IOMC02HS1FAILALARM                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5488 |    97 | ABNORMAL_CONDITION_DEVICE | KOW_IOMC02HS1FAILALARM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5489 |    98 | ABNORMAL_CONDITION_DEVICE | KOW_IOMC02HS2FAILALARM                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5490 |    98 | ABNORMAL_CONDITION_DEVICE | KOW_IOMC02HS2FAILALARM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5491 |    99 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSEQPTFAULT                                   | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5492 |    99 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSEQPTFAULT                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5493 |   100 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSCOMMOFFLINE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5494 |   100 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSCOMMOFFLINE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5495 |   101 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSPLATFORM2TRIP                               | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5496 |   101 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSPLATFORM2TRIP                               | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5497 |   102 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSPLATFORM1TRIP                               | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5498 |   102 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSPLATFORM1TRIP                               | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5499 |   104 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSTRIPRAILZONEKR02                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5500 |   104 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSTRIPRAILZONEKR02                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5501 |   103 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSTRIPRAILZONEKL01                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5502 |   103 | ABNORMAL_CONDITION_DEVICE | KOW_ETTSTRIPRAILZONEKL01                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5503 |   105 | ABNORMAL_CONDITION_DEVICE | KOW_L0127UNDERVOLTAGEALARM                          | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5504 |   105 | ABNORMAL_CONDITION_DEVICE | KOW_L0127UNDERVOLTAGEALARM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5505 |   106 | ABNORMAL_CONDITION_DEVICE | KOW_BKRA0127UNDERVOLTAGE                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5506 |   106 | ABNORMAL_CONDITION_DEVICE | KOW_BKRA0127UNDERVOLTAGE                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5507 |   107 | ABNORMAL_CONDITION_DEVICE | KOW_BKRA0227UNDERVOLTAGE                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5508 |   107 | ABNORMAL_CONDITION_DEVICE | KOW_BKRA0227UNDERVOLTAGE                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5509 |   108 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB01POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5510 |   108 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB01POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5511 |   109 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB04POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5512 |   109 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB04POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5513 |   110 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB02POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5514 |   110 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB02POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5515 |   111 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB03POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5516 |   111 | ABNORMAL_CONDITION_DEVICE | KOW_BKRB03POWERFAIL                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5517 |   112 | ABNORMAL_CONDITION_DEVICE | KOW_C02PS1TROUBLE                                   | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5518 |   112 | ABNORMAL_CONDITION_DEVICE | KOW_C02PS1TROUBLE                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5519 |   113 | ABNORMAL_CONDITION_DEVICE | KOW_C02PS2TROUBLE                                   | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5520 |   113 | ABNORMAL_CONDITION_DEVICE | KOW_C02PS2TROUBLE                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5521 |   114 | ABNORMAL_CONDITION_DEVICE | KOW_PR_3_OC_TRIP                                    | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5522 |   114 | ABNORMAL_CONDITION_DEVICE | KOW_PR_3_OC_TRIP                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5523 |   115 | ABNORMAL_CONDITION_DEVICE | KOW_NETWORKSWITCHTROUBLE                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5524 |   115 | ABNORMAL_CONDITION_DEVICE | KOW_NETWORKSWITCHTROUBLE                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5525 |   116 | ABNORMAL_CONDITION_DEVICE | KOW_NETWORKSWITCHHIGHTEMPALM                        | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5526 |   116 | ABNORMAL_CONDITION_DEVICE | KOW_NETWORKSWITCHHIGHTEMPALM                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5527 |   117 | ABNORMAL_CONDITION_DEVICE | KOW_NETWRKSWCHPWRFAILALRM                           | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5528 |   117 | ABNORMAL_CONDITION_DEVICE | KOW_NETWRKSWCHPWRFAILALRM                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5529 |   118 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYVOLTAGEPROBLEM                           | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5530 |   118 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYVOLTAGEPROBLEM                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5531 |   119 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYCHARGEROVERLOAD                          | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5532 |   119 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYCHARGEROVERLOAD                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5533 |   120 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYHIGHTEMPALARM                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5534 |   120 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYHIGHTEMPALARM                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5535 |   121 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYFANFAILALARM                             | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5536 |   121 | ABNORMAL_CONDITION_DEVICE | KOW_BATTERYFANFAILALARM                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5537 |   122 | ABNORMAL_CONDITION_DEVICE | KOW_FIREALARMPANELSUMMARYALARM                      | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5538 |   122 | ABNORMAL_CONDITION_DEVICE | KOW_FIREALARMPANELSUMMARYALARM                      | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5539 |   123 | ABNORMAL_CONDITION_DEVICE | KOW_FIREALARMPANELTROUBLE                           | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5540 |   123 | ABNORMAL_CONDITION_DEVICE | KOW_FIREALARMPANELTROUBLE                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5541 |   124 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE1_HVAC_PWR_FAIL                         | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5542 |   124 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE1_HVAC_PWR_FAIL                         | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5543 |   125 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE2_HVAC_PWR_FAIL                         | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5544 |   125 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE2_HVAC_PWR_FAIL                         | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5545 |   126 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE1_HIGH_TMP_ALM                          | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5546 |   126 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE1_HIGH_TMP_ALM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5547 |   127 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE2_HIGH_TMP_ALM                          | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5548 |   127 | ABNORMAL_CONDITION_DEVICE | KOW_DC_HOUSE2_HIGH_TMP_ALM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5549 |   128 | ABNORMAL_CONDITION_DEVICE | KOW_BAT_BC01_AC_IN_FAIL                             | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5550 |   128 | ABNORMAL_CONDITION_DEVICE | KOW_BAT_BC01_AC_IN_FAIL                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5551 |   129 | ABNORMAL_CONDITION_DEVICE | KOW_X01_263_LOWOIL_TRIP                             | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5552 |   129 | ABNORMAL_CONDITION_DEVICE | KOW_X01_263_LOWOIL_TRIP                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5553 |   130 | ABNORMAL_CONDITION_DEVICE | KOW_X02_263_LOWOIL_TRIP                             | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5554 |   130 | ABNORMAL_CONDITION_DEVICE | KOW_X02_263_LOWOIL_TRIP                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5555 |   164 | ABNORMAL_CONDITION_DEVICE | KOW_BLS_TRIP                                        | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5556 |   164 | ABNORMAL_CONDITION_DEVICE | KOW_BLS_TRIP                                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5557 |   165 | ABNORMAL_CONDITION_DEVICE | KOW_B01_DIR_PWR_TRIP                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5558 |   165 | ABNORMAL_CONDITION_DEVICE | KOW_B01_DIR_PWR_TRIP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5559 |   166 | ABNORMAL_CONDITION_DEVICE | KOW_B04_DIR_PWR_TRIP                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5560 |   166 | ABNORMAL_CONDITION_DEVICE | KOW_B04_DIR_PWR_TRIP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5561 |   167 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_CHNLA_OUTAGE1                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5562 |   167 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_CHNLA_OUTAGE1                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5563 |   168 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_CHNLB_OUTAGE1                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5564 |   168 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_CHNLB_OUTAGE1                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5565 |   169 | ABNORMAL_CONDITION_DEVICE | KOW_X01_263OL_TRP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5566 |   169 | ABNORMAL_CONDITION_DEVICE | KOW_X01_263OL_TRP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5567 |   170 | ABNORMAL_CONDITION_DEVICE | KOW_X02_263OL_TRP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5568 |   170 | ABNORMAL_CONDITION_DEVICE | KOW_X02_263OL_TRP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5569 |   171 | ABNORMAL_CONDITION_DEVICE | KOW_A01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5570 |   171 | ABNORMAL_CONDITION_DEVICE | KOW_A01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5571 |   172 | ABNORMAL_CONDITION_DEVICE | KOW_A02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5572 |   172 | ABNORMAL_CONDITION_DEVICE | KOW_A02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5573 |   173 | ABNORMAL_CONDITION_DEVICE | KOW_X01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5574 |   173 | ABNORMAL_CONDITION_DEVICE | KOW_X01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5575 |   174 | ABNORMAL_CONDITION_DEVICE | KOW_X02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5576 |   174 | ABNORMAL_CONDITION_DEVICE | KOW_X02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5577 |   175 | ABNORMAL_CONDITION_DEVICE | KOW_Z01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5578 |   175 | ABNORMAL_CONDITION_DEVICE | KOW_Z01_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5579 |   176 | ABNORMAL_CONDITION_DEVICE | KOW_Z02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5580 |   176 | ABNORMAL_CONDITION_DEVICE | KOW_Z02_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5581 |   177 | ABNORMAL_CONDITION_DEVICE | KOW_MPR_B02_OFFLINE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5582 |   177 | ABNORMAL_CONDITION_DEVICE | KOW_MPR_B02_OFFLINE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5583 |   178 | ABNORMAL_CONDITION_DEVICE | KOW_MPR_B03_OFFLINE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5584 |   178 | ABNORMAL_CONDITION_DEVICE | KOW_MPR_B03_OFFLINE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5585 |   179 | ABNORMAL_CONDITION_DEVICE | KOW_NGD_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5586 |   179 | ABNORMAL_CONDITION_DEVICE | KOW_NGD_OFFLINE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5587 |   180 | ABNORMAL_CONDITION_DEVICE | KOW_IOM_DC_OFFLINE                                  | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5588 |   180 | ABNORMAL_CONDITION_DEVICE | KOW_IOM_DC_OFFLINE                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5589 |   181 | ABNORMAL_CONDITION_DEVICE | KOW_BATT_CHARGER_OFFLINE                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5590 |   181 | ABNORMAL_CONDITION_DEVICE | KOW_BATT_CHARGER_OFFLINE                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5591 |   182 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_IOM_ETP_ALARM                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5592 |   182 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_IOM_ETP_ALARM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5593 |   183 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_IOM_TRP_ALARM                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5594 |   183 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_IOM_TRP_ALARM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5595 |   186 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_DC_DC_CONV_TRBL                            | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5596 |   186 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_DC_DC_CONV_TRBL                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5597 |   187 | ABNORMAL_CONDITION_DEVICE | KOW_CCA_PS1_TROUBLE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5598 |   187 | ABNORMAL_CONDITION_DEVICE | KOW_CCA_PS1_TROUBLE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5599 |   188 | ABNORMAL_CONDITION_DEVICE | KOW_CCA_PS2_TROUBLE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5600 |   188 | ABNORMAL_CONDITION_DEVICE | KOW_CCA_PS2_TROUBLE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN |  5601 |   189 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_2440_TRBL_ALM                              | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN |  5602 |   189 | ABNORMAL_CONDITION_DEVICE | KOW_ETTC_2440_TRBL_ALM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN | 26457 |   131 | ABNORMAL_CONDITION_DEVICE | KOW_HS_186_TRIP_FAIL                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN | 26458 |   131 | ABNORMAL_CONDITION_DEVICE | KOW_HS_186_TRIP_FAIL                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KOW-DN | 26459 |   132 | ABNORMAL_CONDITION_DEVICE | KOW_HS_286_TRIP_FAIL                                | ABC_DEVICE_ELEC_IND       | ALARM
 M10-KOW-DN | 26460 |   132 | ABNORMAL_CONDITION_DEVICE | KOW_HS_286_TRIP_FAIL                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 M10-KPS-DN |  2301 |     0 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_IND       | ABNORMAL
 M10-KPS-DN |  2302 |     0 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_IND       | NON_INDICATING
 M10-KPS-DN |  2303 |     0 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_IND       | TRIPPED
 M10-KPS-DN |  2304 |     0 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_IND       | CLOSED
 M10-KPS-DN |  2305 |     2 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_IND       | ABNORMAL
 M10-KPS-DN |  2306 |     2 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_IND       | NON_INDICATING
 M10-KPS-DN |  2307 |     2 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_IND       | TRIPPED
 M10-KPS-DN |  2308 |     2 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_IND       | CLOSED
 M10-KPS-DN |  2309 |     4 | CIRCUIT_BREAKER           | KPSD02                                              | CIRCUIT_BREAKER_IND       | ABNORMAL
 M10-KPS-DN |  2310 |     4 | CIRCUIT_BREAKER           | KPSD02                                              | CIRCUIT_BREAKER_IND       | NON_INDICATING
 M10-KPS-DN |  2311 |     4 | CIRCUIT_BREAKER           | KPSD02                                              | CIRCUIT_BREAKER_IND       | TRIPPED
 M10-KPS-DN |  2312 |     4 | CIRCUIT_BREAKER           | KPSD02                                              | CIRCUIT_BREAKER_IND       | CLOSED
 M10-KPS-DN | 37175 |     0 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_CTL       | CLOSE
 M10-KPS-DN | 37176 |     1 | CIRCUIT_BREAKER           | KPSH02                                              | CIRCUIT_BREAKER_CTL       | TRIP
 M10-KPS-DN | 37177 |     2 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_CTL       | CLOSE
 M10-KPS-DN | 37178 |     3 | CIRCUIT_BREAKER           | KPSD01                                              | CIRCUIT_BREAKER_CTL       | TRIP
