Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"VDI_BKR_172_07_OVERCURRENT","100122",Boolean,1,RO,1000,,,,,,,,,,"KMA D07 OVERCURRENT TRIP",
"VDI_BKR_172_08_DISC","100127",Boolean,1,RO,1000,,,,,,,,,,"KMA D08 IN DISCONNECTED POSITION",
"VDI_BKR_172_08_MPR_UNHEALTHY","100129",Boolean,1,RO,1000,,,,,,,,,,"KMA D08 MPR UNHEALTHY",
"VDI_BKR_172_08_OVERCURRENT","100133",Boolean,1,RO,1000,,,,,,,,,,"KMA D08 OVERCURRENT TRIP",
"VDI_BKR_172_09_DISC","100138",Boolean,1,RO,1000,,,,,,,,,,"KMA D09 IN DISCONNECTED POSITION",
"VDI_BKR_172_09_MPR_UNHEALTHY","100141",Boolean,1,RO,1000,,,,,,,,,,"KMA D09 MPR UNHEALTHY",
"VDI_BKR_172_09_OVERCURRENT","100145",Boolean,1,RO,1000,,,,,,,,,,"KMA D09 OVERCURRENT TRIP",
"VDI_BKR_172_10_DISC","100150",Boolean,1,RO,1000,,,,,,,,,,"KMA D10 IN DISCONNECTED POSITION",
"VDI_BKR_172_10_MPR_UNHEALTHY","100153",Boolean,1,RO,1000,,,,,,,,,,"KMA D10 MPR UNHEALTHY",
"VDI_BKR_172_10_OVERCURRENT","100157",Boolean,1,RO,1000,,,,,,,,,,"KMA D10 OVERCURRENT TRIP",
"VDI_BKR_172_11_DISC","100162",Boolean,1,RO,1000,,,,,,,,,,"KMA D11 IN DISCONNECTED POSITION",
"VDI_BKR_172_11_MPR_UNHEALTHY","100165",Boolean,1,RO,1000,,,,,,,,,,"KMA D11 MPR UNHEALTHY",
"VDI_BKR_172_11_OVERCURRENT","100169",Boolean,1,RO,1000,,,,,,,,,,"KMA D11 OVERCURRENT TRIP",
"VDI_BKR_172_12_DISC","100048",Boolean,1,RO,1000,,,,,,,,,,"KMA D12 IN DISCONNECTED POSITION",
"VDI_BKR_172_12_TEST","100047",Boolean,1,RO,1000,,,,,,,,,,"KMA D12 IN TEST POSITION",
"VDI_BKR_252_01_27_CNTL","100181",Boolean,1,RO,1000,,,,,,,,,,"KMA H01 LOSS OF CONTROL POWER",
"VDI_BKR_252_01_CONN","100178",Boolean,1,RO,1000,,,,,,,,,,"KMA H01 IN CONNECTED POSITION",
"VDI_BKR_252_01_DISC","100180",Boolean,1,RO,1000,,,,,,,,,,"KMA H01 IN DISCONNECTED POSITION",
"VDI_BKR_252_01_TEST","100179",Boolean,1,RO,1000,,,,,,,,,,"KMA H01 IN TEST POSITION",
"VDI_BKR_252_02_27_CNTL","100187",Boolean,1,RO,1000,,,,,,,,,,"KMA H02 LOSS OF CONTROL POWER",
"VDI_BKR_252_02_CONN","100184",Boolean,1,RO,1000,,,,,,,,,,"KMA H02 IN CONNECTED POSITION",
"VDI_BKR_252_02_DISC","100186",Boolean,1,RO,1000,,,,,,,,,,"KMA H02 IN DISCONNECTED POSITION",
"VDI_BKR_252_02_TEST","100185",Boolean,1,RO,1000,,,,,,,,,,"KMA H02 IN TEST POSITION",
"VDI_CABLE_IND_LC_DEENERGIZED","100237",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND LEFT CABLE DEENERGIZED",
"VDI_CABLE_IND_LC_ENERGIZED","100236",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND LEFT CABLE ENERGIZED",
"VDI_CABLE_IND_LC_UNDETERMINED","100238",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND LEFT CABLE UNDETERMINED",
"VDI_CABLE_IND_RC_DEENERGIZED","100240",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND RIGHT CABLE DEENERGIZED",
"VDI_CABLE_IND_RC_ENERGIZED","100239",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND RIGHT CABLE ENERGIZED",
"VDI_CABLE_IND_RC_UNDETERMINED","100241",Boolean,1,RO,1000,,,,,,,,,,"KMA CABLE IND RIGHT CABLE UNDETERMINED",
"VDI_COM_BATT_CHARGER_OFFLINE","100203",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION BATTERY CHARGER OFFLINE",
"VDI_COM_EBP_SRVR_OFFLINE","100218",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH EBP1 LOST",
"VDI_COM_EBP2_SRVR_OFFLINE","100219",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH EBP2 LOST",
"VDI_COM_ICS_SRVR_OFFLINE","100220",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH ICS LOST",
"VDI_COM_IGNITION_EDGE_HMI_OFFLINE","100216",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH IGNITION EDGE (HMI) LOST",
"VDI_COM_IGNITION_GATEWAY_OFFLINE","100217",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH IGNITION GATEWAY LOST",
"VDI_COM_IPRA_OFFLINE","100214",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH IPRA LOST",
"VDI_COM_IPRB_OFFLINE","100215",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH IPRB LOST",
"VDI_COM_MPR_172_02_OFFLINE","100204",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D02 OFFLINE",
"VDI_COM_MPR_172_03_OFFLINE","100205",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D03 OFFLINE",
"VDI_COM_MPR_172_04_OFFLINE","100206",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D04 OFFLINE",
"VDI_COM_MPR_172_05_OFFLINE","100207",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D05 OFFLINE",
"VDI_COM_MPR_172_06_OFFLINE","100208",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D06 OFFLINE",
"VDI_COM_MPR_172_07_OFFLINE","100209",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D07 OFFLINE",
"VDI_COM_MPR_172_08_OFFLINE","100210",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D08 OFFLINE",
"VDI_COM_MPR_172_09_OFFLINE","100211",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D09 OFFLINE",
"VDI_COM_MPR_172_10_OFFLINE","100212",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D10 OFFLINE",
"VDI_COM_MPR_172_11_OFFLINE","100213",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION MPR D11 OFFLINE",
"VDI_COM_NGD_OFFLINE","100221",Boolean,1,RO,1000,,,,,,,,,,"KMA COMMUNICATION WITH NGD LOST",
"VDI_CONTACT_RAIL_IND_CL01_UNDETERMINED","100277",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION CL01 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_CL02_UNDETERMINED","100280",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION CL02 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_CR01_UNDETERMINED","100271",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION CR01 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_CR02_UNDETERMINED","100274",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION CR02 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RL01_UNDETERMINED","100265",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RL01 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RL02_UNDETERMINED","100268",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RL02 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RR01_UNDETERMINED","100253",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RR01 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RR02_UNDETERMINED","100256",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RR02 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RR03_UNDETERMINED","100259",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RR03 UNDETERMINED",
"VDI_CONTACT_RAIL_IND_RR04_UNDETERMINED","100262",Boolean,1,RO,1000,,,,,,,,,,"KMA CONTACT RAIL INDICATION RR04 UNDETERMINED",
"VDI_DC_BUS_IND_DEENERGIZED","100246",Boolean,1,RO,1000,,,,,,,,,,"KMA DC BUS DEENERGIZED",
"VDI_DC_BUS_IND_ENERGIZED","100245",Boolean,1,RO,1000,,,,,,,,,,"KMA DC BUS ENERGIZED",
"VDI_DC_BUS_IND_UNDETERMINED","100247",Boolean,1,RO,1000,,,,,,,,,,"KMA DC BUS UNDETERMINED",
"VDI_HS_186_TRIP_FAIL","100034",Boolean,1,RO,1000,,,,,,,,,,"KMA 186 LOCKOUT RELAY FAIL TO TRIP",
"VDI_HS_286_TRIP_FAIL","100037",Boolean,1,RO,1000,,,,,,,,,,"KMA 286 LOCKOUT RELAY FAIL TO TRIP",
"VDI_INTERLOCK_BY_RECLOSING","100222",Boolean,1,RO,1000,,,,,,,,,,"KMA LOSS OF AUTOMATIC RECLOSING DUE TO EXCESSIVE SWITCHING",
"VDI_IPR_LC_UV_TRIP","100189",Boolean,1,RO,1000,,,,,,,,,,"KMA IPR LEFT CABLE UNDERVOLTAGE TRIP ",
"VDI_IPR_OC_TRIP","100188",Boolean,1,RO,1000,,,,,,,,,,"KMA IPR OVERCURRENT TRIP ",
"VDI_IPR_RC_UV_TRIP","100190",Boolean,1,RO,1000,,,,,,,,,,"KMA IPR RIGHT CABLE UNDERVOLTAGE TRIP ",
"VDI_IPRA_TEST_MODE","100192",Boolean,1,RO,1000,,,,,,,,,,"KMA IPRA NOT IN SERVICE",
"VDI_IPRB_TEST_MODE","100194",Boolean,1,RO,1000,,,,,,,,,,"KMA IPRB NOT IN SERVICE",
"VDI_NGD_BYPASS_SWITCH_CLOSED","100198",Boolean,1,RO,1000,,,,,,,,,,"KMA NGD BYPASS SWITCH CLOSED (RUNNING RAIL GROUNDED)",
"VDI_NGD_HI_CURRENT_SCR_ALM","100195",Boolean,1,RO,1000,,,,,,,,,,"KMA NGD HIGH CURRENT ALARM",
"VDI_NGD_TIMED_CURRENT_SCR_ALM","100196",Boolean,1,RO,1000,,,,,,,,,,"KMA NGD TIMED CURRENT ALARM",
"VDI_NGD_UNHEALTHY","100197",Boolean,1,RO,1000,,,,,,,,,,"KMA NGD UNHEALTHY",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_A_TROUBLE","100224",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT A FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_B_TROUBLE","100225",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT B FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_C_TROUBLE","100226",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT C FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_D_TROUBLE","100227",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT D FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_E_TROUBLE","100228",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT E FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_F_TROUBLE","100229",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT F FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_G_TROUBLE","100230",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT G FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_H_TROUBLE","100231",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT H FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_I_TROUBLE","100232",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT I FAILURE",
"VDI_RTAC_ETHERCAT_NODE_1_SLOT_J_TROUBLE","100233",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC SLOT J FAILURE",
"VDI_RTAC_ETHERCAT_OFFLINE","100234",Boolean,1,RO,1000,,,,,,,,,,"KMA RTAC INPUT/OUTPUT/POWER SLOT FAILURE",
